START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE
"Tuesday, December 27, 2016","Tuesday, December 27, 2016",Business,Kar?chi,Kar?chi,5,Meal/Entertain
"Tuesday, December 27, 2016","Tuesday, December 27, 2016",Business,Kar?chi,Kar?chi,0.6,Meal/Entertain
"Tuesday, December 27, 2016","Tuesday, December 27, 2016",Business,Kar?chi,Unknown Location,3.1,Customer Visit
"Tuesday, December 27, 2016","Tuesday, December 27, 2016",Business,Unknown Location,Kar?chi,7.9,Meeting
"Tuesday, December 27, 2016","Tuesday, December 27, 2016",Business,Kar?chi,Kar?chi,5.5,Customer Visit
"Wednesday, December 28, 2016","Wednesday, December 28, 2016",Business,Kar?chi,Unknown Location,10.3,Meal/Entertain
"Wednesday, December 28, 2016","Wednesday, December 28, 2016",Business,Unknown Location,Kar?chi,10.4,Errand/Supplies
"Wednesday, December 28, 2016","Wednesday, December 28, 2016",Business,Kar?chi,Kar?chi,2,Errand/Supplies
"Wednesday, December 28, 2016","Wednesday, December 28, 2016",Business,Kar?chi,Unknown Location,8.5,Meal/Entertain
"Wednesday, December 28, 2016","Wednesday, December 28, 2016",Business,Unknown Location,Kar?chi,4.4,Errand/Supplies
"Wednesday, December 28, 2016","Wednesday, December 28, 2016",Business,Kar?chi,Kar?chi,3.8,Errand/Supplies
"Wednesday, December 28, 2016","Wednesday, December 28, 2016",Business,Kar?chi,Kar?chi,5.1,Errand/Supplies
"Thursday, December 29, 2016","Thursday, December 29, 2016",Business,Kar?chi,Kar?chi,3.8,Errand/Supplies
"Thursday, December 29, 2016","Thursday, December 29, 2016",Business,Kar?chi,Unknown Location,11.6,Meal/Entertain
"Thursday, December 29, 2016","Thursday, December 29, 2016",Business,Unknown Location,Kar?chi,11.9,Meal/Entertain
"Thursday, December 29, 2016","Thursday, December 29, 2016",Business,Kar?chi,Kar?chi,1.4,Errand/Supplies
"Thursday, December 29, 2016","Thursday, December 29, 2016",Business,Kar?chi,Kar?chi,1.1,Errand/Supplies
"Thursday, December 29, 2016","Thursday, December 29, 2016",Business,Kar?chi,Kar?chi,4.1,Airport/Travel
"Thursday, December 29, 2016","Thursday, December 29, 2016",Business,Kar?chi,Kar?chi,6.1,Between Offices
"Thursday, December 29, 2016","Thursday, December 29, 2016",Business,Kar?chi,Kar?chi,1.3,Errand/Supplies
"Thursday, December 29, 2016","Thursday, December 29, 2016",Business,Kar?chi,Unknown Location,3,Meal/Entertain
"Thursday, December 29, 2016","Thursday, December 29, 2016",Business,Unknown Location,Kar?chi,4.1,Customer Visit
"Thursday, December 29, 2016","Thursday, December 29, 2016",Business,Kar?chi,Kar?chi,7.2,Meeting
"Thursday, December 29, 2016","Thursday, December 29, 2016",Business,Kar?chi,Unknown Location,6.4,
"Thursday, December 29, 2016","Thursday, December 29, 2016",Business,Unknown Location,Kar?chi,12.9,Meeting
"Friday, December 30, 2016","Friday, December 30, 2016",Business,Kar?chi,Kar?chi,2.8,Errand/Supplies
"Friday, December 30, 2016","Friday, December 30, 2016",Business,Kar?chi,Kar?chi,2.9,Errand/Supplies
"Friday, December 30, 2016","Friday, December 30, 2016",Business,Kar?chi,Kar?chi,4.6,Errand/Supplies
"Friday, December 30, 2016","Friday, December 30, 2016",Business,Kar?chi,Kar?chi,4.6,Meeting
"Friday, December 30, 2016","Friday, December 30, 2016",Business,Kar?chi,Kar?chi,0.8,Customer Visit
"Saturday, December 31, 2016","Saturday, December 31, 2016",Business,Kar?chi,Kar?chi,0.7,Meeting
"Saturday, December 31, 2016","Saturday, December 31, 2016",Business,Kar?chi,Unknown Location,3.9,Temporary Site
"Saturday, December 31, 2016","Saturday, December 31, 2016",Business,Unknown Location,Unknown Location,16.2,Meeting
"Saturday, December 31, 2016","Saturday, December 31, 2016",Business,Katunayake,Gampaha,6.4,Temporary Site
"Saturday, December 31, 2016","Saturday, December 31, 2016",Business,Gampaha,Ilukwatta,48.2,Temporary Site
Totals,,,,,12204.7,
